Korean,English,score
그리고 약간 베이는 게 원래 더 아프잖아,And it actually hurts more to get a little cut,1
맞아,that's right,1
더 힘든 게 뭔 줄 알아?,You know what's harder?,1
응? 힘든 게 뭔데?,Yeah? What's so hard?,1
"손가락에 물이 닿으면 진짜 너무 아파,","When water touches my fingers, it really hurts,",1
아 맞아,Oh right,1
물이 상처에 닿으면 진짜 아프지,"When water touches the wound, it really hurts",1
맞아 ㅜㅜ,Yeah ㅜㅜ,1
상처가 물에 닿아서 벌어져서 그러는 거 같아!,I think it's because the wound opened up after being exposed to water!,1
그래서 요즘에 방수밴드 붙이는 게 좋은 거 같아,So I think it's a good idea to put on a waterproof band these days.,1
맞아 키키,Yeah Kiki,1
근데 회사에 그런 비품이 없더라고!,But the company didn't have such supplies!,1
회사 너무하네 그런 것도 구비 안해놓고 ㅠ,"The company is going too far, they don't even have that kind of equipment ㅠ",1
키키 그니까!,"Kiki, that's right!",1
나 피 철철났는데 말이야!,I'm so angry!,1
나중에 비품 시켜달라고 해봐!,Ask them to order the supplies later!,1
너는 홈쇼핑에서 뭐 산 적 있어?,Have you ever bought anything from a home shopping channel?,1
아니,no,1
티비를 잘 안 봐서 홈쇼핑은 안 사봤어,"I don't watch TV much, so I haven't bought anything from home shopping.",1
그렇구나,I see,1
홈쇼핑은 어무니가 많이 애용하시지?,Does your mother use home shopping a lot?,1
어 맞아,Oh right,1
우리 엄마 홈쇼핑 매니아야,My mom is a home shopping fanatic,1
키키 우리 엄마도 그래 이번에 가을옷 샀어!,"Kiki, my mom bought fall clothes too this time!",1
헐 진짜?,Oh really?,1
우리는 생필품 자꾸 구매하시더라,We keep buying necessities,1
키키 생필품 주로 어떤 거 사셔?,"Kiki, what kind of daily necessities do you usually buy?",1
보통 화장지 같은 거를 제일 많이 사,I usually buy things like toilet paper the most.,1
화장지도 홈쇼핑에서 팔아?,Do they even sell toilet paper on home shopping channels?,1
신기하다!,amazing!,1
그럼 그럼 홈쇼핑에서 팔 때 저렴해서 한 번에 많이 사둬,"Then, when they are sold on home shopping channels, they are cheap so buy a lot at once.",1
키키 그렇구나,"Kiki, I see",1
근데 최소 천롤은 사야 하는 거 아니야?,But don't you have to buy at least a thousand rolls?,1
어 그러게,"Oh, I see",1
그 정도 구매하는 거 같다,I think I'll buy that much,1
키키 집에 그걸 둘 곳이 있어?,Does Kiki have a place to put it at home?,1
나도 따로 있고 그래서 나눠주고 그래,"I'm also separate, so I share it with others.",1
키키 혹시 니 방 지금 창고 되어있는 거 아니야?,"Kiki, is your room a storage unit right now?",1
키키 화장지는 따로 놔두고 있찌!,"Kiki, put the toilet paper aside!",1
너 예전에 뮤지컬 같은 거 본 적 있어?,Have you ever seen a musical or anything before?,1
어 딱 한 번 본 적 있어!,"Oh, I've only seen it once!",1
아 진짜?,Oh really?,1
어떤 뮤지컬 봤어?,What musical did you see?,1
그떄 봤던 게 연탄길이라는 뮤지컬이었어,The musical I saw at that time was called Yeontan-gil.,1
뮤지컬 배우는 어떤 분이 나왔어?,Which musical actor appeared?,1
그거는 기억이 안나 유명한 뮤지컬 배우를 몰라서 ㅠ,I don't remember that one because I don't know the famous musical actor.,1
뮤지컬에도 우리가 아는 연예인도 나오잖아!,Celebrities we know also appear in musicals!,1
내가 봤던 거는 연예인은 없었어!,"From what I saw, there were no celebrities!",1
그렇구나,I see,1
나는 옥주현이 하는 뮤지컬 봤어!,I saw the musical that Ok Joo-hyun did!,1
헐 진짜 재밌겠다,Wow this looks really fun,1
난 유튜브로 봤는데 ㅠ,I watched it on YouTube ㅠ,1
맞아,that's right,1
너 레베카 노래 알지?,Do you know the song Rebecca?,1
나 그거 실제로 들었어!,I actually heard that!,1
진짜 부럽다 ㅠㅠ,I'm really jealous ㅠㅠ,1
나도 나중에 가능하면 보러 가고 싶어 ㅠ,I also want to go see it later if possible ㅠ,1
근데 뮤지컬 비용이 완전 후덜덜이었음!,But the cost of the musical was absolutely terrifying!,1
맞아,that's right,1
뮤지컬 진짜 비싸더라 ㅠㅠ,Musicals are really expensive ㅠㅠ,1
키키 나 20만 원 주고 갔었잖아!,"Kiki, I gave you 200,000 won!",1
와 뮤지컬은 맘 먹고 가야겠다,"Wow, I really need to go see the musical",1
너는 혼자 영화 본 적 있어?,Have you ever seen a movie alone?,1
응 난 혼자 영화 보는 거 좋아해,"Yeah, I like watching movies alone.",1
아 진짜?,Oh really?,1
제일 재밌게 봤던 영화는 뭔데?,What was the most fun movie you've ever seen?,1
어 혼자 본 거 중에는 스파이더맨이 재밌었어,"Oh, of all the ones I watched alone, Spiderman was the most fun",1
스파이더맨?,Spiderman?,1
그거 올해 나온 건가?,Did that come out this year?,1
올해는 안 나왔고 작년인가 그랬을껄,"It didn't come out this year, I think it was last year",1
그치?,right?,1
스파이더만 시즌3 아니야?,Isn't this Spiderman season 3?,1
어 이름이 시즌 몇으로 안 적혀 있어서 잘 모르겠다 ㅠㅠ,"Oh, I don't know because the name isn't written as the season number ㅠㅠ",1
그렇구나,I see,1
그 스파이더맨 주연들 진짜 사귀고 있다던데 알고 있었어?,Did you know that the Spider-Man leads are actually dating?,1
아 그러니까,"Oh, so",1
다른 사람이랑 사귀는 거 같더니!,It seemed like you were dating someone else!,1
키키 개웃겨 키키,Kiki so funny Kiki,1
나는 그렇게 실제로 사귀는 배우 보기가 좋더라!,I love seeing actors dating in real life!,1
어 맞아,Oh right,1
나도 그런 게 뭔가 진짜 더 재밌는 거 같아,I also think that kind of thing is really more fun,1
맞아 키키,Yeah Kiki,1
나는 최근에 혼자서 모가디슈 봤어!,I recently saw Mogadishu by myself!,1
헐 진짜 모가디슈는 어때,"Wow, what about Mogadishu",1
재밌어?,Is it fun?,1
그거 실제로 있었던 일이잖아,That actually happened.,1
그래서 스토리가 탄탄하더라!,So the story was solid!,1
와 나도 이번에 보러 가야겠다 !,"Wow, I have to go see it this time too!",1
언니는 단 음식 좋아해?,Does your sister like sweet food?,1
웅 나 초콜렛 이런 거 완전 좋아하지!,"Yeah, I really like chocolate and stuff like that!",1
오 나 방금 쪼꼬 아쭈꾸림 먹음!,"Oh, I just ate some chocolate chips!",1
키키 오 맛있었겠다 ㅠㅠ,"Kiki Oh, that must have been delicious ㅠㅠ",1
어디 거 사 먹었어?,Where did you buy that?,1
키키 어제 남친이 그 나뚜루팝 비슷한 거 있잖아 그거 사옴!,Kiki: Yesterday my boyfriend bought me something similar to that Natto Pop!,1
오 그래도 애인 잘 뒀네 키키 그런 것도 사오고,"Oh, but you have a good lover Kiki, you bought that too",1
"키키 아, 술 마시면 사오는 버릇 있음 키키","Kiki Ah, you have a habit of buying things when you drink alcohol Kiki",1
아항...,Ahhh...,1
우리 아빠도 그렇던데 키키 너무 비슷하다!,"My dad is like that too, he looks so much like Kiki!",1
키키 오우,Kiki Oh,1
그래서 뜨쥬나 빠바가 12시 넘어서까지 운영하잖아,That's why Tjuna and Papa are open until after midnight.,1
엥 아니야,Oh no,1
11시면 문 닫지 않아?,Doesn't it close at 11?,1
아니야,no,1
12시 넘어서 해 언니네 아부지 같은 사람들 공략해서 키키,"After 12 o'clock, I'm going to attack people like my sister's father and Kiki",1
키키 아닌데,It's not Kiki,1
요즘 그렇게까지 하는 데 못 봤는걸 ㅠㅠ,I haven't seen anyone do that lately ㅠㅠ,1
키키 아 진짜?,"Kiki, really?",1
요즘에 코로나 때문에 그런가?,Is it because of the coronavirus these days?,1
아냐,no,1
근데 코로나 전에도 그렇게까진 안 했던 걸로 아는데 ㅠㅠ,But I don't think it was like that even before Corona ㅠㅠ,1
아 진짜?,Oh really?,1
아닌데,No,1
나 술 마실 때 항상 켜져 있었어!,It was always on when I drank!,1
너가 일찍 취해서 일찍 들어간 거 아니냐고 키키,"Kiki, you must have gotten drunk early and gone home early",1
언니네 지금 사는 집은 주택이야?,Is the house your sister lives in now a house?,1
웅 우리 집은 지금 주택이야!,"Yeah, our house is a house now!",1
언니 어렸을 때부터 살았던 집이야 거기가?,"Sister, is that the house you lived in when you were little?",1
아니 아니,No no,1
우리 중간에 이사했어!,We moved in the middle!,1
아 진짜?,Oh really?,1
지금 어디에 있는 거야? ;,Where are you now? ;,1
지금도 바로 옆으로 가긴 했는데 똑같이 주택이야 키키,"I went right next to it now, but it's the same house Kiki",1
뭐얔 키키,What the heck Kiki,1
언니는 거기를 벗어나질 못하는구나!,"Sister, you can't get out of there!",1
웅 여기서 장사하니까 여기서 살게 되더라고 ㅠㅠ,"Yeah, I started doing business here so I ended up living here ㅠㅠ",1
그래도 살던 곳이 제일 좋지?,But is the place you live the best?,1
웅 그럼 집에서 지내는 게 가장 편하긴 하지!,"Yeah, then staying at home is the most comfortable thing!",1
맞아,that's right,1
나 지금 서울이잖아,I'm in Seoul now,1
빨리 촌으로 내려가고 싶어 ㅜ,I want to go down to the countryside quickly ㅜ,1
서울살이는 별로지?,"Living in Seoul isn't that great, is it?",1
역시 시골이 최고라니까 키키,"As expected, the countryside is the best, Kiki",1
맞아 ㅜㅜ,Yeah ㅜㅜ,1
나 진짜 오늘도 콩나물 시루 속에서 간신히 살아서 돌아왔잖아 ㅜ,"I came back alive today, barely surviving in a bean sprout pot.",1
여기는 진짜 운전하기도 딱 좋고 여유로워서 좋아!,I really like this place because it's great for driving and it's so relaxing!,1
맞아 ㅜㅜ,Yeah ㅜㅜ,1
여기는 차를 가지고 다닐 수가 없어!,You can't bring a car here!,1
웅 그래서 차 버리고 서울 간 거잖아...,"Yeah, that's why you abandoned the car and went to Seoul...",1
힘내...,cheer up...,1
언니는 지금 차 말고 바꾸고 싶은 차 있어?,"Sister, is there a car you want to change other than the one you have now?",1
아니,no,1
나는 지금 크게 욕심은 없어!,I'm not that greedy right now!,1
이것도 새 거잖아~,This is new too~,1
아 맞당 키키,Oh right Kiki,1
언니는 차 작은 거 좋아해?,"Sister, do you like small cars?",1
아니 아니,No no,1
너무 작지도 크지도 않은 적당한 게 좋은 거 같아 키키,I think something that is neither too small nor too big is good Kiki,1
나는 개인적으로 니로 타 보고 싶음!,I personally want to ride a Niro!,1
아아 니로?,"Oh, you?",1
그거 기아에서 나온 차 말하는 건가?,Are you talking about the car from Kia?,1
응 맞아,"Yeah, that's right",1
그거 어떻게 생긴지 알아?,Do you know what that looks like?,1
웅웅 생긴 거는 사진으로 봤었어 키키,I saw it in a picture Kiki,1
키키 나 실제로 보고 타 봤는데 괜찮드라!,Kiki I actually saw and rode it and it was great!,1
오 승차감이 나쁘지 않았나 보네? 키키,"Oh, the ride wasn't bad, was it? Kiki",1
엉엉,Sob sob,1
일단 내 차보다 좋음 키키,"First of all, it's better than my car Kiki",1
맞아,that's right,1
지금 뭔들 우리들 것보단 좋을 거야 키키,Anything right now would be better than ours Kiki,1
"키키 아앗 맞아,","Kiki, oh right,",1
"어제도 우리 별카 배터리 갈았어,",We changed our Starcar battery yesterday too.,1
헐 배터리...,"Wow, battery...",1
걔도 이제 수명 다 해가는구만 ㅠㅠ,He's also nearing the end of his life ㅠㅠ,1
"맞아,","that's right,",1
근데 언니가 문을 제대로 안 닫아서 그런 거 같아!,But I think it's because my sister didn't close the door properly!,1
그럼 언니 한번 혼쭐을 내야겠구만!,Then I guess I'll have to give my sister a scolding!,1
언니는 지금 하는 일 말고 다른 곳에서 알바해 봤어?,"Sister, have you ever worked anywhere else besides your current job?",1
아니,no,1
아르바이트는 크게 해본 적 없어,I've never done a big part-time job,1
너는?,you?,1
아 진짜?,Oh really?,1
나는 최근에 했었어!,I did it recently!,1
오 어떤 거 해봤는데?,"Oh, what have you tried?",1
괜찮았어?,Was it okay?,1
나는 일단 노래방 알바해 봄!,I'll try working at a karaoke bar for now!,1
노래방?,karaoke?,1
몇 살 때인데 노래방 알바했어 키키,"How old were you when you worked at a karaoke bar, Kiki?",1
키키 그 코인노래방 있잖아!,"Kiki, there's that coin karaoke!",1
언니 알지?,"Do you know, sister?",1
아아 맞아,"Oh, right",1
너 코인노래방 할 때 가본 거 같아 키키,"I think you went to the coin karaoke, Kiki",1
"키키 맞아,","Kiki is right,",1
나 10시부터 2시까지 했잖아,I worked from 10 to 2,1
