Korean,English,score
전화 교환대라서 업무가 워낙 많아요,"Because it's a telephone switchboard, there's a lot of work to do.",2
어느 팀에서 하는지 좀 확인한 다음에 좀 전화를 돌려야 하거든요,I need to check which team it is from and then make a phone call.,2
우선 도로팀으로 전화를 돌려드릴게요,"First, I'll call the road team back.",2
도로 옆에 있는 구조물이 맞으신거죠,"You're right, that's the structure on the side of the road.",2
도로 옆에 있는 횡단보도라고 하셨습니다,You said it was a crosswalk next to the road.,2
횡단보도 관련 부서로 전화를 돌려드릴게요 잠시만요,I'll transfer your call to the crosswalk department. Just a moment.,2
네 감사합니다 전화 돌려주세요,"Yes, thank you. Please call me back.",2
선생님 연락처 말씀해 주시겠습니까,"Teacher, could you please tell me your contact information?",2
제 연락처는 #@전번#예요 꼭 좀 부탁합니다,My contact number is #@phone number#. Please help me.,2
네 #@전번# 이 번호로 공예품 전시관 관련이라고만 전달해 드리면 될까요,"Yes, can I just tell you that #@phone number# is related to the craft exhibition hall?",2
네 그러면 좋겠네요,"Yes, that would be great",2
혹시 어느 분인지 다시 한 번 말씀해 주시겠습니까,Could you please tell me again who it is?,2
무형문화재 #@이름#이라는 분이요,This is an intangible cultural asset named #@name#,2
무형문화재 #@이름# 맞으십니까,Intangible Cultural Asset #@Name# Is this correct?,2
지금 그분이 사는 데 전통공예품 전시관이 있거든요,There is a traditional craft exhibition hall where he lives now.,2
거기 전화번호를 좀 알려고 그래요,I'd like to know your phone number.,2
그 곳 전화번호가 필요하십니까,Do you need the phone number there?,2
#@주소#에 사는데 전화부에는 안 나오더라고요,"I live at #@address#, but it's not in the phone book.",2
그렇다면 #@소속#에서는 확인이 가능하실 듯합니다,"In that case, you can probably check it at #@affiliation#",2
선생님 시청에 문의해 보셨습니까,Have you tried contacting the teacher's office?,2
시청은 문의 안 해봤어요,I haven't asked the city hall,2
그러시면 제가 #@소속# 대표번호로 연결을 해드리겠습니다,Then I will connect you to the representative number of #@affiliation#,2
네 연결 부탁드리겠습니다,"Yes, please connect me",2
네 바로 연결하겠습니다 감사합니다,"Yes, I will connect you right away. Thank you.",2
선생님 다른 문의사항 있으십니까,"Teacher, do you have any other questions?",2
네 죄송한데 한 가지만 더 물어볼게요,"Okay, sorry, but I have one more question.",2
용천인가 양천면에 있는 주민센터 번호도 알려주세요,Please also tell me the number of the community center in Yongcheon or Yangcheon-myeon.,2
말씀하신 위치가 #@주소#이십니까,Is the location you mentioned #@address#?,2
네 #@주소#이 맞습니다,Yes #@address# is correct,2
제가 #@소속# 전화번호 확인 후 안내해 드리겠습니다,I will check your #@affiliation# phone number and then give you directions.,2
#@소속# 전화번호는 #@전번#으로 확인됩니다,#@Affiliation# Your phone number is confirmed as #@Phone#,2
네 확인해주셔서 고맙습니다,"Yes, thank you for checking.",2
제가 더 감사합니다 더 다른 문의사항 있으십니까,I appreciate it. Do you have any other questions?,2
아니요 다른 문의사항은 없습니다,"No, no other questions",2
네 업무처리 잘 되시길 바랍니다,I hope your work goes well.,2
#@소속#  #@이름#였습니다,It was #@Affiliation# #@Name#,2
혹시 전화 주신 번호 알 수 있을까요,Could you tell me the number you were calling from?,2
그때는 어떤 남자분하고 통화를 했어요,"At that time, I was talking to a man on the phone.",2
혹시 담당부서와 통화를 하셨습니까,Have you spoken to the person in charge?,2
다른 부서하고 통화를 한 것 같아요,I think I spoke to another department,2
무슨 정제 무슨 그런 부서 같았어요,It seemed like some kind of refining department or something.,2
공예품 관련해서는 문화정책과에서 담당을 하고 있습니다,The Cultural Policy Department is in charge of crafts.,2
그때 여기 문화정책과를 몰랐거든요,"At that time, I didn't know about the cultural policy department here.",2
어떤 분하고 통화하니까 정제 무슨 부서더라고 말씀하셨어요,I spoke to someone and he said he was from a certain department.,2
그분이 지금처럼 연락을 해준다고 하셨는데 아직도 연락이 없네요,"He said he would contact me like this, but I still haven't heard from him.",2
그때 전화 받으신 분의 정확한 성함은 모르시죠,I don't know the exact name of the person who answered the phone at that time.,2
네 당연히 기억이 안 나죠,"Yes, of course I don't remember.",2
전통 공예품 전시관에 대한 어떤 문의라고 전달을 해드리면 될까요,What inquiries can I make about the Traditional Crafts Exhibition Hall?,2
이번엔 꼭 전달해주세요,Please make sure to pass it on this time,2
태안은 너무 멀구요 또 어디에 문화유산이 있나요,Taean is too far away. Where else can we find cultural heritage?,2
예산으로 안내를 해드릴까요 선생님,"Sir, can I give you some guidance on the budget?",2
네 예산으로 안내해주세요,Please guide me with your budget.,2
네 예산에는 충의사와 임존성 확인됩니다,Your budget will be confirmed with loyalty and presence.,2
네 충의사와 임금성이 맞나요,"Yes, is your loyalty and your wages right?",2
임 존경할 때 존입니다,"When you respect me, it's John",2
충의사랑 임존성 맞나요,Is the loyalty and love of the Lord right?,2
네 충의사랑 임존성 맞습니다,"Yes, your loyalty and love are right",2
물 맑은 #@지역# #@소속#입니다 무엇을 도와드릴까요,Water is clear #@region# #@affiliation# How can I help you?,2
수고하십니다 #@주소# 유치원 학부모 인데요,Thank you for your hard work. I am a parent of a kindergarten student at #@Address#.,2
그러시군요 선생님 말씀하세요,"Okay, teacher, please speak.",2
지금 #@소속# 배기관이 약간 이상한 것 같아요,"Right now, #@Affiliation#'s exhaust pipe seems a little strange",2
정말 시끄러워서 수업을 할 수가 없어요,It's so noisy I can't teach.,2
마이크 소리를 최대로 키워서 수업을 하신다던데요,I heard you teach with the microphone volume turned up to the max.,2
애들 청각이 염려된다구요,I'm worried about the children's hearing.,2
소음 문제 때문이십니까 요구 사항 말씀해주세요,Is it because of noise problem? Please tell me your requirements,2
소음 좀 줄이는 공사를 한다고 듣기는 했는데요,I heard that they are doing some work to reduce noise.,2
어떤 공사를 한다는 건지 언제 대답해 주는지 알아야겠어요,I need to know what kind of construction is being done and when I can get an answer.,2
선생님 저도 담당 사항이 아니라서요,"Teacher, I'm not in charge of that either.",2
알겠습니다 #@소속# 주무관님 번호 알려드릴까요,"Okay, #@Affiliation# Shall I give you the officer's number?",2
알려줘보세요 그러면 나중에 통화하게요,Let me know and I'll call you later.,2
#@전번# 이구요 실장님 번호도 알려드릴까요,#@Phone number# Should I also give you the director's number?,2
그건 알아요 그만 끊을게요,"I know that, I'll stop now.",1
다음에도 친절히 안내하겠습니다 #@소속#입니다,We will guide you kindly next time too #@Affiliation#,2
부여읍에는 #@소속#는 한 군데밖에 없는거죠,There is only one #@affiliation# in Buyeo-eup.,2
네 #@소속# 한 곳 밖에 없습니다,"Yes, there is only one #@affiliation#",2
아니면 #@주소# 근처에 다른 동사무소나 읍사무소가 있나요,Or is there another ward or township office near #@address#?,2
근처에 다른 곳도 있는지 확인해 보겠습니다,Let's check if there are any other places nearby.,2
네 확인 부탁드립니다,"Yes, please check.",2
선생님 기다려주셔서 감사합니다,"Thank you for waiting, teacher.",2
부여군의 읍사무소는 #@소속# 한 곳 확인이 되었습니다,The township office of Buyeo-gun has been confirmed as #@affiliation#,2
거기 전화번호 좀 알려주세요,Could you please give me the phone number?,2
지금 메모 가능하십니까,Can you take notes now?,2
네 메모 가능합니다,"Yes, you can take notes",2
#@소속# 전화번호는 #@전번#입니다,#@Affiliation# My phone number is #@Phone#,2
네 확인해주셔서 감사합니다,"Yes, thank you for checking.",2
화창한 아침입니다 #@소속#입니다,It's a sunny morning #@Affiliation#,2
안녕하세요 제가 민원 제기를 하려고 하는데 여기 맞나요,"Hello, I would like to file a complaint. Is this the right place?",2
민원사항에 대해서 먼저 말씀해 주시겠어요,Could you tell me about your complaint first?,2
#@주소# #@소속# 언론보도 스크랩 자료 문제로요,#@Address# #@Affiliation# There is a problem with the press report scrap material.,2
어떤 부분이 말씀이신지요,Which part are you talking about?,2
언론보도 스크랩을 전체공개로 해서 국민들도요,We will make the press report scraps public so that the public can see them too.,2
질이 보장된 자료를 확인하게 해 주셨으면 해서요,I would like you to check the quality of the materials.,2
스크랩 자료 공개 민원 말씀이시구요,You are talking about a complaint regarding the disclosure of scrap materials.,2
하나 더요 #@주소#교육 토론 플랫폼이 생기면 좋겠어요,One more thing #@Address# I wish there was an education discussion platform,2
